FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,ECODISTRIC,ECOREGION,ECOZONE,CFS_ECOZ,SRC_AGY2
11596,QC,70009, ,49.042,-73.208,1965,6,21,1965-06-21 0:00,,,1960-1969,443.55,H,Intensive, , ,QC-1965-70009, , ,2008-11-12 0:00,414,99,6,6b,QC
11597,QC,200013, ,48.768,-75.5544,1967,6,28,1967-06-28 0:00,,,1960-1969,295.4,L,Intensive, , ,QC-1967-200013, , ,2008-11-12 0:00,414,99,6,6b,QC
11598,QC,50003, ,48.8044,-75.4957,1967,6,29,1967-06-29 0:00,,,1960-1969,321.1,L,Intensive, , ,QC-1967-50003, , ,2008-11-12 0:00,414,99,6,6b,QC
11599,QC,70004, ,48.9913,-73.6072,1970,6,14,1970-06-14 0:00,,,1970-1979,707.81,H,Intensive, , ,QC-1970-70004, , ,2008-11-12 0:00,414,99,6,6b,QC
11600,QC,130024, ,49.292,-74.542,1971,6,16,1971-06-16 0:00,,,1970-1979,1861.6,L,Intensive, , ,QC-1971-130024, , ,2008-11-12 0:00,414,99,6,6b,QC
11601,ON,THU57, ,49.3607,-89.9403,2005,8,3,2005-08-03 0:00,,2005-09-26 0:00,2000-2009,6000,L,FUL,IFR, ,ON-2005-THU57, , ,2011-10-19 0:00,390,94,6,6a,ON
11602,ON,SHE20, ,49.0625,-90.875,1972,5,18,1972-05-18 0:00,,,1970-1979,1052,L,Intensive, , ,ON-1972-SHE20, , ,2008-11-12 0:00,391,94,6,6a,ON
11603,ON,FOR30, ,48.8125,-94.375,1963,10,26,1963-10-26 0:00,,,1960-1969,324,H,Intensive, , ,ON-1963-FOR30, , ,2008-11-12 0:00,381,92,6,6a,ON
11604,ON,FOR1, ,48.8125,-94.625,1964,4,24,1964-04-24 0:00,,,1960-1969,647,H,Intensive, , ,ON-1964-FOR1, , ,2008-11-12 0:00,381,92,6,6a,ON
11605,ON,FOR3, ,48.8125,-94.375,1964,4,25,1964-04-25 0:00,,,1960-1969,405,H,Intensive, , ,ON-1964-FOR3, , ,2008-11-12 0:00,381,92,6,6a,ON
11606,ON,FOR01, ,48.6875,-93.875,1970,5,6,1970-05-06 0:00,,,1970-1979,324,L,Intensive, , ,ON-1970-FOR01, , ,2008-11-12 0:00,381,92,6,6a,ON
11607,ON,FOR1, ,48.8115,-94.5867,2004,4,24,2004-04-24 0:00,,2004-05-10 0:00,2000-2009,1230,H,SUP,IFR, ,ON-2004-FOR1, , ,2011-10-19 0:00,381,92,6,6a,ON
11608,ON,FOR3, ,48.8124,-94.5827,2010,3,27,2010-03-27 0:00,,2010-04-08 0:00,2010-2019,410,H,FUL,IFR, ,ON-2010-FOR3, , ,2011-10-19 0:00,381,92,6,6a,ON
11609,QC,1975-1032, ,48.80486,-64.71177,1975,6,30,1975-06-30 0:00,,1975-07-25 0:00,1970-1979,386.4,H,Intensive, , ,QC-1975-1032, , ,2018-05-18 0:00,480,117,7,7,QC
11610,QC,70016, ,49.0082,-72.3305,1963,6,12,1963-06-12 0:00,,,1960-1969,769,H,Intensive, , ,QC-1963-70016, , ,2008-11-12 0:00,441,101,6,6b,QC
11611,QC,70004, ,48.47,-72.27,1964,5,6,1964-05-06 0:00,,,1960-1969,271.96,H,NA, , ,QC-1964-70004, , ,2008-11-12 0:00,441,101,6,6b,QC
11612,QC,70008, ,48.875,-72.375,1965,6,19,1965-06-19 0:00,,,1960-1969,550.79,H,Intensive, , ,QC-1965-70008, , ,2008-11-12 0:00,441,101,6,6b,QC
11613,QC,60006, ,48.5681,-71.2832,1967,6,2,1967-06-02 0:00,,,1960-1969,513.2,U,Intensive, , ,QC-1967-60006, , ,2008-11-12 0:00,441,101,6,6b,QC
11614,QC,60013, ,48.371,-71.313,1967,6,4,1967-06-04 0:00,,,1960-1969,411.8,H,Intensive, , ,QC-1967-60013, , ,2008-11-12 0:00,441,101,6,6b,QC
11615,QC,70018, ,48.47,-72.27,1967,6,4,1967-06-04 0:00,,,1960-1969,202.3,H,NA, , ,QC-1967-70018, , ,2008-11-12 0:00,441,101,6,6b,QC
11616,QC,70023, ,48.8964,-72.3868,1968,5,13,1968-05-13 0:00,,,1960-1969,354.51,U,Intensive, , ,QC-1968-70023, , ,2008-11-12 0:00,441,101,6,6b,QC
11617,QC,70038, ,49.0496,-72.264,1968,5,28,1968-05-28 0:00,,,1960-1969,314.04,H,Intensive, , ,QC-1968-70038, , ,2008-11-12 0:00,441,101,6,6b,QC
11618,QC,60006, ,48.292,-71.208,1971,5,15,1971-05-15 0:00,,,1970-1979,259,H,Intensive, , ,QC-1971-60006, , ,2008-11-12 0:00,441,101,6,6b,QC
11619,QC,260038, ,48.28696,-71.96743,1959,6,18,1959-06-18 0:00,,,1950-1959,518.01,H,Intensive, , ,QC-1959-260038, , ,2008-11-12 0:00,415,99,6,6b,QC
11620,QC,290050, ,48.2219,-73.1596,1962,6,28,1962-06-28 0:00,,,1960-1969,39847,H,Intensive, , ,QC-1962-290050, , ,2008-11-12 0:00,415,99,6,6b,QC
11621,QC,70012, ,48.309,-72.0606,1963,5,24,1963-05-24 0:00,,,1960-1969,253,H,Intensive, , ,QC-1963-70012, , ,2008-11-12 0:00,415,99,6,6b,QC
11622,QC,70013, ,48.2567,-72.0411,1963,5,26,1963-05-26 0:00,,,1960-1969,601,H,Intensive, , ,QC-1963-70013, , ,2008-11-12 0:00,415,99,6,6b,QC
11623,QC,470001, ,48.875,-73.625,1965,6,22,1965-06-22 0:00,,,1960-1969,1823.7,H,Intensive, , ,QC-1965-470001, , ,2008-11-12 0:00,415,99,6,6b,QC
11624,QC,10023, ,48.2633,-72.1735,1968,7,24,1968-07-24 0:00,,,1960-1969,2983.8,L,Intensive, , ,QC-1968-10023, , ,2008-11-12 0:00,415,99,6,6b,QC
11625,QC,70044, ,48.7644,-73.3864,1968,5,29,1968-05-29 0:00,,,1960-1969,666.94,H,Intensive, , ,QC-1968-70044, , ,2008-11-12 0:00,415,99,6,6b,QC
11626,QC,1972-7172, ,48.29946,-77.06306,1972,5,28,1972-05-28 0:00,,1972-06-23 0:00,1970-1979,4117.6,H,Intensive, , ,QC-1972-7172, , ,2018-05-18 0:00,431,100,6,6b,QC
11627,ON,CHA-67-76, ,48.3672,-83.1374,1976,8,16,1976-08-16 0:00,1976-08-16 0:00,1976-09-28 0:00,1970-1979,255,H,Intensive, , ,ON-1976-CHA-67-76, , ,2008-06-19 0:00,406,97,6,6b,ON
11628,ON,CHA-6-77, ,48.3359,-82.5625,1977,5,17,1977-05-17 0:00,1977-05-17 0:00,1977-06-17 0:00,1970-1979,2427.3,H,Intensive, , ,ON-1977-CHA-6-77, , ,2008-06-19 0:00,406,97,6,6b,ON
11629,ON,CHA-20-77, ,47.6953,-83.9375,1977,5,24,1977-05-24 0:00,1977-05-25 0:00,1977-06-29 0:00,1970-1979,961.1,L,Intensive, , ,ON-1977-CHA-20-77, , ,2008-06-19 0:00,406,97,6,6b,ON
11630,ON,CHA6, ,48.1016,-82.4375,1980,5,20,1980-05-20 0:00,,,1980-1989,3685.1,U,Intensive, , ,ON-1980-CHA6, , ,,406,97,6,6b,ON
11631,ON,CHA8, ,47.7422,-83.0625,1980,5,21,1980-05-21 0:00,,,1980-1989,2225.8,U,Intensive, , ,ON-1980-CHA8, , ,,406,97,6,6b,ON
11632,ON,CHA22, ,47.8984,-83.1875,1981,7,22,1981-07-22 0:00,,,1980-1989,3520.8,H,Intensive, , ,ON-1981-CHA22, , ,,406,97,6,6b,ON
11633,ON,CHA5, ,47.8672,-83.1125,1983,6,21,1983-06-21 0:00,,,1980-1989,955.1,U,Intensive, , ,ON-1983-CHA5, , ,,406,97,6,6b,ON
11634,ON,CHA32, ,47.9609,-82.2625,1987,8,1,1987-08-01 0:00,,,1980-1989,220,H,Intensive, , ,ON-1987-CHA32, , ,,406,97,6,6b,ON
11635,ON,CHA9, ,48.1015,-82.1625,1987,5,5,1987-05-05 0:00,,,1980-1989,500,H,Intensive, , ,ON-1987-CHA9, , ,,406,97,6,6b,ON
11636,ON,CHA9, ,48.0417,-83.1735,1990,5,31,1990-05-31 0:00,,,1990-1999,3166,H,Intensive, , ,ON-1990-CHA9, , ,,406,97,6,6b,ON
11637,ON,CHA12, ,47.7272,-83.5871,1991,5,20,1991-05-20 0:00,,,1990-1999,610,H,Intensive, , ,ON-1991-CHA12, , ,,406,97,6,6b,ON
11638,ON,CHA52, ,48.2344,-82.9661,1991,8,10,1991-08-10 0:00,,,1990-1999,377,H,Intensive, , ,ON-1991-CHA52, , ,,406,97,6,6b,ON
11639,ON,CHA7, ,48.1233,-83.58,1992,5,11,1992-05-11 0:00,,,1990-1999,546,H,Intensive, , ,ON-1992-CHA7, , ,,406,97,6,6b,ON
11640,ON,CHA13, ,47.6834,-83.8381,1998,5,18,1998-05-18 0:00,,,1990-1999,506.7,L,Intensive, , ,ON-1998-CHA13, , ,,406,97,6,6b,ON
11641,ON,CHA1, ,47.6787,-83.0984,1999,4,25,1999-04-25 0:00,,,1990-1999,19376,H,Intensive, , ,ON-1999-CHA1, , ,,406,97,6,6b,ON
11642,ON,GOG09, ,47.9375,-82.625,1965,7,1,1965-07-01 0:00,,,1960-1969,486,H,Intensive, , ,ON-1965-GOG09, , ,2008-11-12 0:00,406,97,6,6b,ON
11643,ON,CHA08, ,47.6875,-83.625,1967,6,2,1967-06-02 0:00,,,1960-1969,2347,H,Intensive, , ,ON-1967-CHA08, , ,2008-11-12 0:00,406,97,6,6b,ON
11644,ON,CHA44, ,48.15,-83.18,1975,7,29,1975-07-29 0:00,,,1970-1979,394,U,Intensive, , ,ON-1975-CHA44, , ,2008-11-12 0:00,406,97,6,6b,ON
11645,ON,CHA64, ,48.05,-83.18,1975,8,4,1975-08-04 0:00,,,1970-1979,202,L,Intensive, , ,ON-1975-CHA64, , ,2008-11-12 0:00,406,97,6,6b,ON
11646,ON,CHA69, ,48.37,-83.05,1975,8,7,1975-08-07 0:00,,,1970-1979,202,U,Intensive, , ,ON-1975-CHA69, , ,2008-11-12 0:00,406,97,6,6b,ON
11647,ON,TIM7, ,48.1897,-82.2297,2005,5,26,2005-05-26 0:00,,2005-06-29 0:00,2000-2009,449,H,FUL,IFR, ,ON-2005-TIM7, , ,2011-10-19 0:00,406,97,6,6b,ON
11648,ON,WAW2, ,48.1172,-84.6625,1980,5,2,1980-05-02 0:00,,,1980-1989,495.7,H,Intensive, , ,ON-1980-WAW2, , ,,404,96,6,6b,ON
11649,ON,WAW86, ,48.3872,-84.7781,1995,8,20,1995-08-20 0:00,,,1990-1999,7810,H,Intensive, , ,ON-1995-WAW86, , ,,404,96,6,6b,ON
11650,ON,WAW87, ,48.5387,-84.7037,1995,8,20,1995-08-20 0:00,,,1990-1999,1995,H,Intensive, , ,ON-1995-WAW87, , ,,404,96,6,6b,ON
11651,ON,WAW06, ,48.0625,-84.625,1963,6,27,1963-06-27 0:00,,,1960-1969,4087,H,Intensive, , ,ON-1963-WAW06, , ,2008-11-12 0:00,404,96,6,6b,ON
11652,ON,SHE08, ,48.4375,-90.125,1969,5,28,1969-05-28 0:00,,,1960-1969,656,L,Intensive, , ,ON-1969-SHE08, , ,2008-11-12 0:00,383,93,6,6a,ON
11653,ON,TIM2, ,47.69154945,-81.80099612,2019,6,6,2019-06-06 0:00,,2019-07-30 0:00,2010-2019,4645,H, , ,Objective: FUL; Type: IFR; Accuracy: Within 100 metres,ON-2019-TIM2,location not ignition - coords derived from poly, ,2020-04-03 0:00,407,97,6,6b,ON
11654,ON,KLK-36-77, ,47.8672,-80.3375,1977,5,23,1977-05-23 0:00,1977-05-23 0:00,,1970-1979,4249.2,H,Intensive, , ,ON-1977-KLK-36-77, , ,2008-06-19 0:00,407,97,6,6b,ON
11655,ON,GOG4, ,47.4765,-81.7125,1981,5,23,1981-05-23 0:00,,,1980-1989,379.2,U,Intensive, , ,ON-1981-GOG4, , ,,407,97,6,6b,ON
11656,ON,GOG1, ,48.0391,-81.9626,1987,5,5,1987-05-05 0:00,,,1980-1989,368,H,Intensive, , ,ON-1987-GOG1, , ,,407,97,6,6b,ON
11657,ON,TIM5, ,48.0349,-81.2817,1988,6,4,1988-06-04 0:00,,,1980-1989,270,H,Intensive, , ,ON-1988-TIM5, , ,,407,97,6,6b,ON
11658,ON,GOG4, ,47.9524,-81.6563,1991,5,20,1991-05-20 0:00,,,1990-1999,4800,H,Intensive, , ,ON-1991-GOG4, , ,,407,97,6,6b,ON
11659,ON,TIM24, ,48.2691,-82.0309,1997,6,10,1997-06-10 0:00,,,1990-1999,3266,L,Intensive, , ,ON-1997-TIM24, , ,,407,97,6,6b,ON
11660,ON,ELKL04, ,47.9375,-80.375,1959,7,8,1959-07-08 0:00,,,1950-1959,239,H,Intensive, , ,ON-1959-ELKL04, , ,2008-11-12 0:00,407,97,6,6b,ON
11661,ON,SWA17, ,48.4375,-79.875,1966,6,26,1966-06-26 0:00,,,1960-1969,834,L,Intensive, , ,ON-1966-SWA17, , ,2008-11-12 0:00,407,97,6,6b,ON
11662,ON,GOG11, ,47.4375,-81.625,1967,6,4,1967-06-04 0:00,,,1960-1969,890,H,Intensive, , ,ON-1967-GOG11, , ,2008-11-12 0:00,407,97,6,6b,ON
11663,ON,SAU25, ,47.0625,-83.875,1967,6,3,1967-06-03 0:00,,,1960-1969,8094,H,Intensive, , ,ON-1967-SAU25, , ,2008-11-12 0:00,407,97,6,6b,ON
11664,ON,SWA17, ,48.4375,-79.875,1971,6,1,1971-06-01 0:00,,,1970-1979,1619,H,Intensive, , ,ON-1971-SWA17, , ,2008-11-12 0:00,407,97,6,6b,ON
11665,ON,SWA09, ,47.9375,-80.875,1972,5,22,1972-05-22 0:00,,,1970-1979,1659,H,Intensive, , ,ON-1972-SWA09, , ,2008-11-12 0:00,407,97,6,6b,ON
11666,ON,GOG05, ,47.6875,-81.625,1973,5,30,1973-05-30 0:00,,,1970-1979,243,H,Intensive, , ,ON-1973-GOG05, , ,2008-11-12 0:00,407,97,6,6b,ON
11667,ON,TIM5, ,47.767,-81.794,2005,5,26,2005-05-26 0:00,,2005-08-06 0:00,2000-2009,440,H,FUL,IFR, ,ON-2005-TIM5, , ,2011-10-19 0:00,407,97,6,6b,ON
11668,ON,2012-KLK8, ,48.1906963,-80.0696348,2012,5,20,2012-05-20 0:00,,2012-08-17 0:00,2010-2019,2326,H,FUL,IFR, ,ON-2012-KLK8,location not ignition - coords derived from poly, ,2013-03-11 0:00,407,97,6,6b,ON
11669,ON,2012-TIM7, ,47.4600156,-81.5781426,2012,5,14,2012-05-14 0:00,,2012-08-17 0:00,2010-2019,476.5,H,FUL,IFR, ,ON-2012-TIM7,location not ignition - coords derived from poly, ,2013-03-11 0:00,407,97,6,6b,ON
11670,ON,2012-TIM9, ,48.0326503,-81.6995358,2012,5,20,2012-05-20 0:00,,2012-10-31 0:00,2010-2019,39524,H,FUL,IFR, ,ON-2012-TIM9,location not ignition - coords derived from poly, ,2013-03-11 0:00,407,97,6,6b,ON
11671,QC,60045, ,48.5423,-70.7168,1963,6,27,1963-06-27 0:00,,,1960-1969,1166,H,Intensive, , ,QC-1963-60045, , ,2008-11-12 0:00,421,101,6,6b,QC
11672,QC,280003, ,48.3791,-70.2601,1967,6,4,1967-06-04 0:00,,,1960-1969,257,H,Intensive, , ,QC-1967-280003, , ,2008-11-12 0:00,421,101,6,6b,QC
11673,QC,250069, ,47.8084,-75.0262,1962,7,2,1962-07-02 0:00,,,1960-1969,6351.6,H,Intensive, , ,QC-1962-250069, , ,2008-11-12 0:00,416,99,6,6b,QC
11674,QC,290036, ,47.9241,-73.8818,1962,6,9,1962-06-09 0:00,,,1960-1969,428.98,H,Intensive, , ,QC-1962-290036, , ,2008-11-12 0:00,416,99,6,6b,QC
11675,QC,250020, ,47.5314,-74.6411,1963,5,27,1963-05-27 0:00,,,1960-1969,2546,H,Intensive, , ,QC-1963-250020, , ,2008-11-12 0:00,416,99,6,6b,QC
11676,ON,CHA12, ,48.3515,-83.6626,1987,5,9,1987-05-09 0:00,,,1980-1989,7500,L,Intensive, , ,ON-1987-CHA12, , ,,405,96,6,6b,ON
11677,ON,CHA29, ,48.3331,-83.6513,1995,8,20,1995-08-20 0:00,,,1990-1999,6339.5,H,Intensive, , ,ON-1995-CHA29, , ,,405,96,6,6b,ON
11678,ON,WAW18, ,47.9472,-84.148,2010,5,27,2010-05-27 0:00,,2010-08-10 0:00,2010-2019,2051,U,FUL,IFR, ,ON-2010-WAW18, , ,2011-10-19 0:00,405,96,6,6b,ON
11679,QC,2017-81, ,47.8021,-75.5479,2017,6,10,2017-06-10 0:00,,2017-07-02 0:00,2010-2019,630.9,H,Intensive, , ,QC-2017-81, , ,2018-05-18 0:00,417,99,6,6b,QC
11680,QC,250061, ,47.9172,-76.3589,1962,6,29,1962-06-29 0:00,,,1960-1969,315.66,H,Intensive, , ,QC-1962-250061, , ,2008-11-12 0:00,417,99,6,6b,QC
11681,QC,250013, ,47.792,-77.208,1964,4,28,1964-04-28 0:00,,,1960-1969,1772.1,H,Intensive, , ,QC-1964-250013, , ,2008-11-12 0:00,417,99,6,6b,QC
11682,QC,120001, ,47.86914,-70.75708,1959,5,28,1959-05-28 0:00,,,1950-1959,1952.8,H,Intensive, , ,QC-1959-120001, , ,2008-11-12 0:00,418,99,6,6b,QC
11683,QC,260095, ,47.9763,-70.2027,1963,6,27,1963-06-27 0:00,,,1960-1969,501,H,Intensive, , ,QC-1963-260095, , ,2008-11-12 0:00,418,99,6,6b,QC
11684,QC,260096, ,47.9216,-70.2885,1963,6,27,1963-06-27 0:00,,,1960-1969,417,H,Intensive, , ,QC-1963-260096, , ,2008-11-12 0:00,418,99,6,6b,QC
11685,QC,280004, ,48.208,-71.292,1965,6,19,1965-06-19 0:00,,,1960-1969,243.63,U,Intensive, , ,QC-1965-280004, , ,2008-11-12 0:00,418,99,6,6b,QC
11686,QC,260044, ,47.7305,-70.2617,1967,0,0,,,,1960-1969,257,U,Intensive, , ,QC-1967-260044, , ,2008-11-12 0:00,418,99,6,6b,QC
11687,QC,120004, ,48.0911,-71.256,1968,5,15,1968-05-15 0:00,,,1960-1969,1295,H,Intensive, , ,QC-1968-120004, , ,2008-11-12 0:00,418,99,6,6b,QC
11688,QC,1972-3031, ,48.18106,-70.54961,1972,5,23,1972-05-23 0:00,,1972-06-03 0:00,1970-1979,271.9,H,Intensive, , ,QC-1972-3031, , ,2018-05-18 0:00,418,99,6,6b,QC
11689,ON,SWA13, ,47.5625,-79.875,1972,5,23,1972-05-23 0:00,,,1970-1979,392,H,Intensive, , ,ON-1972-SWA13, , ,2008-11-12 0:00,408,97,6,6b,ON
11690,QC,20056, ,47.9145,-79.3039,1962,6,30,1962-06-30 0:00,,,1960-1969,242.82,H,Intensive, , ,QC-1962-20056, , ,2008-11-12 0:00,408,97,6,6b,QC
11691,QC,20031, ,47.542,-78.625,1964,5,6,1964-05-06 0:00,,,1960-1969,1419.8,H,Intensive, , ,QC-1964-20031, , ,2008-11-12 0:00,408,97,6,6b,QC
11692,QC,20017, ,47.2055,-79.2187,1967,6,4,1967-06-04 0:00,,,1960-1969,279.6,H,Intensive, , ,QC-1967-20017, , ,2008-11-12 0:00,408,97,6,6b,QC
11693,QC,1972-7083, ,47.71523,-79.24332,1972,5,20,1972-05-20 0:00,,1972-05-21 0:00,1970-1979,242.8,H,Intensive, , ,QC-1972-7083, , ,2018-05-18 0:00,408,97,6,6b,QC
11694,QC,1972-7159, ,47.52338,-78.63337,1972,5,26,1972-05-26 0:00,,1972-06-29 0:00,1970-1979,4046.8,H,Intensive, , ,QC-1972-7159, , ,2018-05-18 0:00,408,97,6,6b,QC
11695,QC,120004, ,47.4647,-72.1726,1961,10,16,1961-10-16 0:00,,,1960-1969,849.86,H,Intensive, , ,QC-1961-120004, , ,2008-11-12 0:00,419,99,6,6b,QC
11696,QC,260094, ,47.3997,-72.2995,1961,6,16,1961-06-16 0:00,,,1960-1969,344.8,H,Intensive, , ,QC-1961-260094, , ,2008-11-12 0:00,419,99,6,6b,QC
11697,QC,260013, ,47.3203,-72.3411,1962,5,17,1962-05-17 0:00,,,1960-1969,4314.4,L,EXT, , ,QC-1962-260013, , ,2008-11-12 0:00,419,99,6,6b,QC
11698,QC,290024, ,47.3238,-72.6731,1963,5,27,1963-05-27 0:00,,,1960-1969,1813,H,Intensive, , ,QC-1963-290024, , ,2008-11-12 0:00,419,99,6,6b,QC
11699,QC,290071, ,47.3552,-72.4244,1963,6,21,1963-06-21 0:00,,,1960-1969,533,L,EXT, , ,QC-1963-290071, , ,2008-11-12 0:00,419,99,6,6b,QC
11700,QC,290015, ,47.708,-72.875,1964,5,7,1964-05-07 0:00,,,1960-1969,208.01,H,Intensive, , ,QC-1964-290015, , ,2008-11-12 0:00,419,99,6,6b,QC
11701,QC,290019, ,47.958,-72.708,1964,5,15,1964-05-15 0:00,,,1960-1969,301.5,H,Intensive, , ,QC-1964-290019, , ,2008-11-12 0:00,419,99,6,6b,QC
11702,QC,290036, ,47.303,-72.6906,1967,6,5,1967-06-05 0:00,,,1960-1969,1179.3,H,Intensive, , ,QC-1967-290036, , ,2008-11-12 0:00,419,99,6,6b,QC
11703,ON,NOR68, ,46.88202346,-79.3821444,2018,7,5,2018-07-05 0:00,,2018-08-15 0:00,2010-2019,396,L, , , ,ON-2018-NOR68,location not ignition - coords derived from poly, ,2019-04-29 0:00,409,97,6,6b,ON
11704,ON,NOR72, ,47.47132582,-80.31702024,2018,7,8,2018-07-08 0:00,,2018-10-29 0:00,2010-2019,27286,L, , , ,ON-2018-NOR72,location not ignition - coords derived from poly, ,2019-04-29 0:00,409,97,6,6b,ON
11705,ON,NOR62, ,46.72131135,-80.10547831,2018,6,30,2018-06-30 0:00,,2018-08-18 0:00,2010-2019,2500,L, , , ,ON-2018-NOR62,location not ignition - coords derived from poly, ,2019-04-29 0:00,409,97,6,6b,ON
11706,ON,NOR46, ,47.25373976,-80.36204577,2018,7,1,2018-07-01 0:00,,2018-08-23 0:00,2010-2019,347,L, , , ,ON-2018-NOR46,location not ignition - coords derived from poly, ,2019-04-29 0:00,409,97,6,6b,ON
11707,ON,NOR69, ,47.02391598,-79.84598917,2018,7,5,2018-07-05 0:00,,2018-08-15 0:00,2010-2019,221,L, , , ,ON-2018-NOR69,location not ignition - coords derived from poly, ,2019-04-29 0:00,409,97,6,6b,ON
11708,ON,NOR42, ,46.74980802,-79.98139353,2018,6,30,2018-06-30 0:00,,2018-08-16 0:00,2010-2019,337,L, , , ,ON-2018-NOR42,location not ignition - coords derived from poly, ,2019-04-29 0:00,409,97,6,6b,ON
11709,ON,NOR61, ,47.18003039,-80.45560225,2018,6,30,2018-06-30 0:00,,2018-08-23 0:00,2010-2019,273,L, , , ,ON-2018-NOR61,location not ignition - coords derived from poly, ,2019-04-29 0:00,409,97,6,6b,ON
11710,ON,NOR19, ,47.25469021,-80.43531122,2018,6,30,2018-06-30 0:00,,2018-09-05 0:00,2010-2019,1407,L, , , ,ON-2018-NOR19,location not ignition - coords derived from poly, ,2019-04-29 0:00,409,97,6,6b,ON
11711,ON,SUD38, ,47.023041,-81.3986646,2015,7,23,2015-07-23 0:00,,2015-09-14 0:00,2010-2019,438,H,FUL,IFR, ,ON-2015-SUD38,location not ignition - coords derived from poly, ,2016-06-23 0:00,409,97,6,6b,ON
11712,ON,2007-SAU-13,RIOUX,46.7824,-83.3265,2007,5,13,2007-05-13 0:00,2007-05-13 0:00,2007-06-15 0:00,2000-2009,1555,H,Intensive, , ,ON-2007-SAU-13, , ,2008-07-23 0:00,409,97,6,6b,ON
11713,ON,2007-SUD-46,ULSTER,46.859,-81.6624,2007,5,19,2007-05-19 0:00,2007-05-23 0:00,2007-06-16 0:00,2000-2009,525,H,Intensive, , ,ON-2007-SUD-46, , ,2008-07-23 0:00,409,97,6,6b,ON
11714,ON,TEM-13-76, ,47.461,-79.9375,1976,6,6,1976-06-06 0:00,1976-06-06 0:00,,1970-1979,2023.4,H,Intensive, , ,ON-1976-TEM-13-76, , ,2008-06-19 0:00,409,97,6,6b,ON
11715,ON,KLK-35-76, ,47.7579,-80.3876,1976,7,25,1976-07-25 0:00,1976-07-25 0:00,1976-08-13 0:00,1970-1979,232.7,H,Intensive, , ,ON-1976-KLK-35-76, , ,2008-06-19 0:00,409,97,6,6b,ON
11716,ON,KLK-43-76, ,47.5859,-80.6126,1976,8,18,1976-08-18 0:00,1976-08-18 0:00,1976-09-10 0:00,1970-1979,222.6,H,Intensive, , ,ON-1976-KLK-43-76, , ,2008-06-19 0:00,409,97,6,6b,ON
11717,ON,TEM-8-77, ,47.0234,-80.2374,1977,5,17,1977-05-17 0:00,1977-05-17 0:00,,1970-1979,10926,L,Intensive, , ,ON-1977-TEM-8-77, , ,2008-06-19 0:00,409,97,6,6b,ON
11718,ON,KLK-20-78, ,47.5702,-80.5876,1978,7,4,1978-07-04 0:00,1978-07-04 0:00,1978-07-27 0:00,1970-1979,242.8,H,Intensive, , ,ON-1978-KLK-20-78, , ,2008-06-19 0:00,409,97,6,6b,ON
11719,ON,GOG2, ,47.4922,-81.3375,1983,6,13,1983-06-13 0:00,,,1980-1989,323.3,H,Intensive, , ,ON-1983-GOG2, , ,,409,97,6,6b,ON
11720,ON,ESP16, ,46.8848,-82.3256,1988,6,20,1988-06-20 0:00,,,1980-1989,274,L,Intensive, , ,ON-1988-ESP16, , ,,409,97,6,6b,ON
11721,ON,ESP17, ,46.8744,-82.4435,1988,6,20,1988-06-20 0:00,,,1980-1989,209,L,Intensive, , ,ON-1988-ESP17, , ,,409,97,6,6b,ON
11722,ON,GOG13, ,47.522,-81.2922,1988,6,14,1988-06-14 0:00,,,1980-1989,1002,L,Intensive, , ,ON-1988-GOG13, , ,,409,97,6,6b,ON
11723,ON,NOR70, ,46.704,-79.6003,1988,6,20,1988-06-20 0:00,,,1980-1989,659,L,Intensive, , ,ON-1988-NOR70, , ,,409,97,6,6b,ON
11724,ON,SUD62, ,46.8293,-81.2098,1988,6,19,1988-06-19 0:00,,,1980-1989,4600,L,Intensive, , ,ON-1988-SUD62, , ,,409,97,6,6b,ON
11725,ON,SUD63, ,47.0807,-80.5653,1988,6,19,1988-06-19 0:00,,,1980-1989,1415,L,Intensive, , ,ON-1988-SUD63, , ,,409,97,6,6b,ON
11726,ON,SUD164, ,46.9727,-81.4207,1991,8,15,1991-08-15 0:00,,,1990-1999,214,L,Intensive, , ,ON-1991-SUD164, , ,,409,97,6,6b,ON
11727,ON,SUD165, ,46.9907,-81.434,1991,8,15,1991-08-15 0:00,,,1990-1999,215,L,Intensive, , ,ON-1991-SUD165, , ,,409,97,6,6b,ON
11728,ON,SUD23, ,46.9193,-81.197,1992,5,27,1992-05-27 0:00,,,1990-1999,2000,H,Intensive, , ,ON-1992-SUD23, , ,,409,97,6,6b,ON
11729,ON,TEM5, ,47.3591,-80.4571,1992,6,10,1992-06-10 0:00,,,1990-1999,778,H,Intensive, , ,ON-1992-TEM5, , ,,409,97,6,6b,ON
11730,ON,TIM5, ,47.5672,-81.1861,1996,6,1,1996-06-01 0:00,,,1990-1999,255,H,Intensive, , ,ON-1996-TIM5, , ,,409,97,6,6b,ON
11731,ON,SUD47, ,46.6875,-80.625,1963,7,2,1963-07-02 0:00,,,1960-1969,243,H,Intensive, , ,ON-1963-SUD47, , ,2008-11-12 0:00,409,97,6,6b,ON
